"id","hs6"
"05252010",252010
"05252020",252020
"05252100",252100
"05252210",252210
"05252220",252220
"05252230",252230
"05252310",252310
"05252321",252321
"05252329",252329
"05252330",252330
"05252390",252390
"05252400",252400
"05252510",252510
"05252520",252520
"05252530",252530
"05252610",252610
"05252620",252620
"05252700",252700
"05252810",252810
"05252890",252890
"05252910",252910
"05252921",252921
"05252922",252922
"05252930",252930
"05253010",253010
"05253020",253020
"05253030",253030
"05253040",253040
"05253090",253090
"05260111",260111
"05260112",260112
"05260120",260120
"05260200",260200
"05260300",260300
"05260400",260400
"05260500",260500
"05260600",260600
"05260700",260700
"05260800",260800
"05260900",260900
"05261000",261000
"05261100",261100
"05261210",261210
"05261220",261220
"05261310",261310
"05261390",261390
"05261400",261400
"05261510",261510
"05261590",261590
"05261610",261610
"05261690",261690
"05261710",261710
"05261790",261790
"05261800",261800
"05261900",261900
"05262011",262011
"05262019",262019
"05262020",262020
"05262030",262030
"05262040",262040
"05262050",262050
"05262090",262090
"05262100",262100
"05270111",270111
"05270112",270112
"05270119",270119
"05270120",270120
"05270210",270210
"05270220",270220
"05270300",270300
"05270400",270400
"05270500",270500
"05270600",270600
"05270710",270710
"05270720",270720
"05270730",270730
"05270740",270740
"05270750",270750
"05270760",270760
"05270791",270791
"05270799",270799
"05270810",270810
"05270820",270820
"05270900",270900
"05271000",271000
"05271011",271011
"05271012",271012
"05271013",271013
"05271014",271014
"05271015",271015
"05271016",271016
"05271019",271019
"05271021",271021
"05271022",271022
"05271025",271025
"05271026",271026
"05271027",271027
"05271029",271029
"05271091",271091
"05271093",271093
"05271094",271094
"05271095",271095
"05271096",271096
"05271099",271099
"05271111",271111
"05271112",271112
"05271113",271113
"05271114",271114
"05271119",271119
"05271121",271121
"05271129",271129
"05271210",271210
"05271220",271220
"05271290",271290
"05271311",271311
"05271312",271312
"05271320",271320
"05271390",271390
"05271410",271410
"05271490",271490
"05271500",271500
"05271600",271600
"06280110",280110
"06280120",280120
"06280130",280130
"06280200",280200
"06280300",280300
"06280410",280410
"06280421",280421
"06280429",280429
"06280430",280430
"06280440",280440
"06280450",280450
"06280461",280461
"06280469",280469
"06280470",280470
"06280480",280480
"06280490",280490
"06280511",280511
"06280519",280519
"06280521",280521
"06280522",280522
"06280530",280530
"06280540",280540
"06280610",280610
"06280620",280620
"06280700",280700
"06280800",280800
"06280910",280910
"06280920",280920
"06281000",281000
"06281111",281111
"06281119",281119
"06281121",281121
"06281122",281122
"06281123",281123
"06281129",281129
"06281210",281210
"06281290",281290
"06281310",281310
"06281390",281390
"06281410",281410
"06281420",281420
"06281511",281511
"06281512",281512
"06281520",281520
"06281530",281530
"06281610",281610
"06281620",281620
"06281630",281630
"06281700",281700
"06281810",281810
"06281820",281820
"06281830",281830
"06281910",281910
"06281990",281990
"06282010",282010
"06282090",282090
"06282110",282110
"06282120",282120
"06282200",282200
"06282300",282300
"06282410",282410
"06282420",282420
"06282490",282490
"06282510",282510
"06282520",282520
"06282530",282530
"06282540",282540
"06282550",282550
"06282560",282560
"06282570",282570
"06282580",282580
"06282590",282590
"06282611",282611
"06282612",282612
"06282619",282619
"06282620",282620
"06282630",282630
"06282690",282690
"06282710",282710
"06282720",282720
"06282731",282731
"06282732",282732
"06282733",282733
"06282734",282734
"06282735",282735
"06282736",282736
"06282737",282737
"06282738",282738
"06282739",282739
"06282741",282741
"06282749",282749
"06282751",282751
"06282759",282759
"06282760",282760
"06282810",282810
"06282890",282890
"06282911",282911
"06282919",282919
"06282990",282990
"06283010",283010
"06283020",283020
"06283030",283030
"06283090",283090
"06283110",283110
"06283190",283190
"06283210",283210
"06283220",283220
"06283230",283230
"06283311",283311
"06283319",283319
"06283321",283321
"06283322",283322
"06283323",283323
"06283324",283324
"06283325",283325
"06283326",283326
"06283327",283327
"06283329",283329
"06283330",283330
"06283340",283340
"06283410",283410
"06283421",283421
"06283422",283422
"06283429",283429
"06283510",283510
"06283521",283521
"06283522",283522
"06283523",283523
"06283524",283524
"06283525",283525
"06283526",283526
"06283529",283529
"06283531",283531
"06283539",283539
"06283610",283610
"06283620",283620
"06283630",283630
"06283640",283640
"06283650",283650
"06283660",283660
"06283670",283670
"06283691",283691
"06283692",283692
"06283693",283693
"06283699",283699
"06283711",283711
"06283719",283719
"06283720",283720
"06283800",283800
"06283911",283911
"06283919",283919
"06283920",283920
"06283990",283990
"06284011",284011
"06284019",284019
"06284020",284020
"06284030",284030
"06284110",284110
"06284120",284120
"06284130",284130
"06284140",284140
"06284150",284150
"06284160",284160
"06284170",284170
"06284180",284180
"06284190",284190
"06284210",284210
"06284290",284290
"06284310",284310
"06284321",284321
"06284329",284329
"06284330",284330
"06284390",284390
"06284410",284410
"06284420",284420
"06284430",284430
"06284440",284440
"06284450",284450
"06284510",284510
"06284590",284590
"06284610",284610
"06284690",284690
"06284700",284700
"06284810",284810
"06284890",284890
"06284910",284910
"06284920",284920
"06284990",284990
"06285000",285000
"06285100",285100
"06290110",290110
"06290121",290121
"06290122",290122
"06290123",290123
"06290124",290124
"06290129",290129
"06290211",290211
"06290219",290219
"06290220",290220
"06290230",290230
"06290241",290241
"06290242",290242
"06290243",290243
"06290244",290244
"06290250",290250
"06290260",290260
"06290270",290270
"06290290",290290
"06290311",290311
"06290312",290312
"06290313",290313
"06290314",290314
"06290315",290315
"06290316",290316
"06290319",290319
"06290321",290321
"06290322",290322
"06290323",290323
"06290329",290329
"06290330",290330
"06290340",290340
"06290351",290351
"06290359",290359
"06290361",290361
"06290362",290362
"06290369",290369
"06290410",290410
"06290420",290420
"06290490",290490
"06290511",290511
"06290512",290512
"06290513",290513
"06290514",290514
"06290515",290515
"06290516",290516
"06290517",290517
"06290519",290519
"06290521",290521
"06290522",290522
"06290529",290529
"06290531",290531
"06290532",290532
"06290539",290539
"06290541",290541
"06290542",290542
"06290543",290543
"06290544",290544
"06290549",290549
"06290550",290550
"06290611",290611
"06290612",290612
"06290613",290613
"06290614",290614
"06290619",290619
"06290621",290621
"06290629",290629
"06290711",290711
"06290712",290712
"06290713",290713
"06290714",290714
"06290715",290715
"06290719",290719
"06290721",290721
"06290722",290722
"06290723",290723
"06290729",290729
"06290730",290730
"06290810",290810
"06290820",290820
"06290890",290890
"06290911",290911
"06290919",290919
"06290920",290920
"06290930",290930
"06290941",290941
"06290942",290942
"06290943",290943
"06290944",290944
"06290949",290949
"06290950",290950
"06290960",290960
"06291010",291010
"06291020",291020
"06291030",291030
"06291090",291090
"06291100",291100
"06291211",291211
"06291212",291212
"06291213",291213
"06291219",291219
"06291221",291221
"06291229",291229
"06291230",291230
"06291241",291241
"06291242",291242
"06291249",291249
"06291250",291250
"06291260",291260
"06291300",291300
"06291411",291411
"06291412",291412
"06291413",291413
"06291419",291419
"06291421",291421
"06291422",291422
"06291423",291423
"06291429",291429
"06291430",291430
"06291441",291441
"06291449",291449
"06291450",291450
"06291461",291461
"06291469",291469
"06291470",291470
"06291511",291511
"06291512",291512
"06291513",291513
"06291521",291521
"06291522",291522
"06291523",291523
"06291524",291524
"06291529",291529
"06291531",291531
"06291532",291532
"06291533",291533
"06291534",291534
"06291535",291535
"06291539",291539
"06291540",291540
"06291550",291550
"06291560",291560
"06291570",291570
"06291590",291590
"06291611",291611
"06291612",291612
"06291613",291613
"06291614",291614
"06291615",291615
"06291619",291619
"06291620",291620
"06291631",291631
"06291632",291632
"06291633",291633
"06291639",291639
"06291711",291711
"06291712",291712
"06291713",291713
"06291714",291714
"06291719",291719
"06291720",291720
"06291731",291731
"06291732",291732
"06291733",291733
"06291734",291734
"06291735",291735
"06291736",291736
"06291737",291737
"06291739",291739
"06291811",291811
"06291812",291812
"06291813",291813
"06291814",291814
"06291815",291815
"06291816",291816
"06291817",291817
"06291819",291819
"06291821",291821
"06291822",291822
"06291823",291823
"06291829",291829
"06291830",291830
"06291890",291890
"06291900",291900
"06292010",292010
"06292090",292090
"06292111",292111
"06292112",292112
"06292119",292119
"06292121",292121
"06292122",292122
"06292129",292129
"06292130",292130
"06292141",292141
"06292142",292142
"06292143",292143
"06292144",292144
"06292145",292145
"06292149",292149
"06292151",292151
"06292159",292159
"06292211",292211
"06292212",292212
"06292213",292213
"06292219",292219
"06292221",292221
"06292222",292222
"06292229",292229
"06292230",292230
"06292241",292241
"06292242",292242
"06292249",292249
"06292250",292250
"06292310",292310
"06292320",292320
"06292390",292390
"06292410",292410
"06292421",292421
"06292429",292429
"06292511",292511
"06292519",292519
"06292520",292520
"06292610",292610
"06292620",292620
"06292690",292690
"06292700",292700
"06292800",292800
"06292910",292910
"06292990",292990
"06293010",293010
"06293020",293020
"06293030",293030
"06293040",293040
"06293090",293090
"06293100",293100
"06293211",293211
"06293212",293212
"06293213",293213
"06293219",293219
"06293221",293221
"06293229",293229
"06293290",293290
"06293311",293311
"06293319",293319
"06293321",293321
"06293329",293329
"06293331",293331
"06293339",293339
"06293340",293340
"06293351",293351
"06293359",293359
"06293361",293361
"06293369",293369
"06293371",293371
"06293379",293379
"06293390",293390
"06293410",293410
"06293420",293420
"06293430",293430
"06293490",293490
"06293500",293500
"06293610",293610
"06293621",293621
"06293622",293622
"06293623",293623
"06293624",293624
"06293625",293625
"06293626",293626
"06293627",293627
"06293628",293628
"06293629",293629
"06293690",293690
"06293710",293710
"06293721",293721
"06293722",293722
"06293729",293729
"06293791",293791
"06293792",293792
"06293799",293799
"06293810",293810
"06293890",293890
"06293910",293910
"06293921",293921
"06293929",293929
"06293930",293930
"06293940",293940
"06293950",293950
"06293960",293960
"06293970",293970
"06293990",293990
"06294000",294000
"06294110",294110
"06294120",294120
"06294130",294130
"06294140",294140
"06294150",294150
"06294190",294190
"06294200",294200
"06300110",300110
"06300120",300120
"06300190",300190
"06300210",300210
"06300220",300220
"06300231",300231
"06300239",300239
"06300290",300290
"06300310",300310
"06300320",300320
"06300331",300331
"06300339",300339
"06300340",300340
"06300390",300390
"06300410",300410
"06300420",300420
"06300431",300431
"06300432",300432
"06300439",300439
"06300440",300440
"06300450",300450
"06300490",300490
"06300510",300510
"06300590",300590
"06300610",300610
"06300620",300620
"06300630",300630
"06300640",300640
"06300650",300650
"06300660",300660
"06310100",310100
"06310210",310210
"06310221",310221
"06310229",310229
"06310230",310230
"06310240",310240
"06310250",310250
"06310260",310260
"06310270",310270
"06310280",310280
"06310290",310290
"06310310",310310
"06310320",310320
"06310390",310390
"06310410",310410
"06310420",310420
"06310430",310430
"06310490",310490
"06310510",310510
"06310520",310520
"06310530",310530
"06310540",310540
"06310551",310551
"06310559",310559
"06310560",310560
"06310590",310590
"06320110",320110
"06320120",320120
"06320130",320130
"06320190",320190
"06320210",320210
"06320290",320290
"06320300",320300
"06320411",320411
"06320412",320412
"06320413",320413
"06320414",320414
"06320415",320415
"06320416",320416
"06320417",320417
"06320419",320419
"06320420",320420
"06320490",320490
"06320500",320500
"06320610",320610
"06320620",320620
"06320630",320630
"06320641",320641
"06320642",320642
"06320643",320643
"06320649",320649
"06320650",320650
"06320710",320710
"06320720",320720
"06320730",320730
"06320740",320740
"06320810",320810
"06320820",320820
"06320890",320890
"06320910",320910
"06320990",320990
"06321000",321000
"06321100",321100
"06321210",321210
"06321290",321290
"06321310",321310
"06321390",321390
"06321410",321410
"06321490",321490
"06321511",321511
"06321519",321519
"06321590",321590
"06330111",330111
"06330112",330112
"06330113",330113
"06330114",330114
"06330119",330119
"06330121",330121
"06330122",330122
"06330123",330123
"06330124",330124
"06330125",330125
"06330126",330126
"06330129",330129
"06330130",330130
"06330190",330190
"06330210",330210
"06330290",330290
"06330300",330300
"06330410",330410
"06330420",330420
"06330430",330430
"06330491",330491
"06330499",330499
"06330510",330510
"06330520",330520
"06330530",330530
"06330590",330590
"06330610",330610
"06330690",330690
"06330710",330710
"06330720",330720
"06330730",330730
"06330741",330741
"06330749",330749
"06330790",330790
"06340111",340111
"06340119",340119
"06340120",340120
"06340211",340211
"06340212",340212
"06340213",340213
"06340219",340219
"06340220",340220
"06340290",340290
"06340311",340311
"06340319",340319
"06340391",340391
"06340399",340399
"06340410",340410
"06340420",340420
"06340490",340490
"06340510",340510
"06340520",340520
"06340530",340530
"06340540",340540
"06340590",340590
"06340600",340600
"06340700",340700
"06350110",350110
"06350190",350190
"06350210",350210
"06350290",350290
"06350300",350300
"06350400",350400
"06350510",350510
"06350520",350520
"06350610",350610
"06350691",350691
"06350699",350699
"06350710",350710
"06350790",350790
"06360100",360100
"06360200",360200
"06360300",360300
"06360410",360410
"06360490",360490
"06360500",360500
"06360610",360610
"06360690",360690
"06370110",370110
"06370120",370120
"06370130",370130
"06370191",370191
"06370199",370199
"06370210",370210
"06370220",370220
"06370231",370231
"06370232",370232
"06370239",370239
"06370241",370241
"06370242",370242
"06370243",370243
"06370244",370244
"06370251",370251
"06370252",370252
"06370253",370253
"06370254",370254
"06370255",370255
"06370256",370256
"06370291",370291
"06370292",370292
"06370293",370293
"06370294",370294
"06370295",370295
"06370310",370310
"06370320",370320
"06370390",370390
"06370400",370400
"06370510",370510
"06370520",370520
"06370590",370590
"06370610",370610
"06370690",370690
"06370710",370710
"06370790",370790
"06380110",380110
"06380120",380120
"06380130",380130
"06380190",380190
"06380210",380210
"06380290",380290
"06380300",380300
"06380400",380400
"06380510",380510
"06380520",380520
"06380590",380590
"06380610",380610
"06380620",380620
"06380630",380630
"06380690",380690
"06380700",380700
"06380810",380810
"06380820",380820
"06380830",380830
"06380840",380840
"06380890",380890
"06380910",380910
"06380991",380991
"06380992",380992
"06380993",380993
"06380999",380999
"06381010",381010
"06381090",381090
"06381111",381111
"06381119",381119
"06381121",381121
"06381129",381129
"06381190",381190
"06381210",381210
"06381220",381220
"06381230",381230
"06381300",381300
"06381400",381400
"06381511",381511
"06381512",381512
"06381519",381519
"06381590",381590
"06381600",381600
"06381710",381710
"06381720",381720
"06381800",381800
"06381900",381900
"06382000",382000
"06382100",382100
"06382200",382200
"06382310",382310
"06382320",382320
"06382330",382330
"06382340",382340
"06382350",382350
"06382360",382360
"06382390",382390
"07390110",390110
"07390120",390120
"07390130",390130
"07390190",390190
"07390210",390210
"07390220",390220
"07390230",390230
"07390290",390290
"07390311",390311
"07390319",390319
"07390320",390320
"07390330",390330
"07390390",390390
"07390410",390410
"07390421",390421
"07390422",390422
"07390430",390430
"07390440",390440
"07390450",390450
"07390461",390461
"07390469",390469
"07390490",390490
"07390511",390511
"07390519",390519
"07390520",390520
"07390590",390590
"07390610",390610
"07390690",390690
"07390710",390710
"07390720",390720
"07390730",390730
"07390740",390740
"07390750",390750
"07390760",390760
"07390791",390791
"07390799",390799
"07390810",390810
"07390890",390890
"07390910",390910
"07390920",390920
"07390930",390930
"07390940",390940
"07390950",390950
"07391000",391000
"07391110",391110
"07391190",391190
"07391211",391211
"07391212",391212
"07391220",391220
"07391231",391231
"07391239",391239
"07391290",391290
"07391310",391310
"07391390",391390
"07391400",391400
"07391510",391510
"07391520",391520
"07391530",391530
"07391590",391590
"07391610",391610
"07391620",391620
"07391690",391690
"07391710",391710
"07391721",391721
"07391722",391722
"07391723",391723
"07391729",391729
"07391731",391731
"07391732",391732
"07391733",391733
"07391739",391739
"07391740",391740
"07391810",391810
"07391890",391890
"07391910",391910
